Nicaragua,turquoise-browed motmot (bird)
Nigeria,eagle
Norfolk Island,Norfolk Island pine
Northern Mariana Islands,latte stone
Norway,lion
Oman,Khanjar dagger superimposed on two crossed swords
Pakistan,star and crescent
Panama,harpy eagle
Papua New Guinea,bird of paradise
Paraguay,lion
Peru,vicuna (a camelid related to the llama)
Philippines,Philippine eagle
Poland,white eagle
Portugal,armillary sphere (a spherical astrolabe modeling objects in the sky and representing the Republic)
Puerto Rico,Puerto Rican spindalis (bird); coqui (frog)
Romania,golden eagle
Russia,bear; double-headed eagle
"Saint Helena, Ascension, and Tristan da Cunha",Saint Helena plover (bird)
Saint Kitts and Nevis,brown pelican
Saint Lucia,twin pitons (volcanic peaks); Saint Lucia parrot
Saint Martin,brown pelican
Saint Pierre and Miquelon,16th-century sailing ship
Samoa,"Southern Cross constellation (five, five-pointed stars)"
San Marino,three peaks each displaying a tower
Saudi Arabia,palm tree surmounting two crossed swords
Senegal,lion
Serbia,double-headed eagle
Sierra Leone,lion
Singapore,"lion, merlion (mythical half lion-half fish creature), orchid"
Slovakia,double-barred cross (Cross of St. Cyril and St. Methodius) surmounting three peaks
Slovenia,Mount Triglav
Somalia,leopard
South Africa,springbok antelope
South Sudan,African fish eagle
Spain,Pillars of Hercules
Sri Lanka,lion
Sudan,secretary bird
Swaziland,lion; elephant
Sweden,three crowns; lion
Switzerland,Swiss cross (white cross on red field; arms equal length)
Syria,hawk
Taiwan,"white, 12-rayed sun on blue field"
Tajikistan,"crown surmounted by seven, five-pointed stars"
Tanzania,Uhuru (Freedom) torch
Thailand,"garuda (mythical half-man, half-bird figure); elephant"
Tokelau,tuluma (fishing tackle box)
Tonga,red cross on white field; arms equal length
Trinidad and Tobago,scarlet ibis (bird of Trinidad); cocrico (bird of Tobago)
Tunisia,encircled red star and crescent
Turkey,star and crescent
Turkmenistan,Akhal-Teke horse
Uganda,grey crowned crane
Ukraine,trident (tryzub)
United Arab Emirates,golden falcon
United Kingdom,"lion (Britain in general); lion, Tudor rose (England); lion, unicorn, thistle (Scotland); dragon, daffodil, leek (Wales); harp, flax (Northern Ireland)"
United States,bald eagle
Uruguay,Sun of May (a sun-with-face symbol)
Uzbekistan,khumo (mythical bird)
Vanuatu,boar's tusk
Venezuela,troupial (bird)
Vietnam,"yellow, five-pointed star on red field; lotus blossom"
Wallis and Futuna,red saltire (Saint Andrew's Cross) on a white square on a red field
Yemen,golden eagle
Zambia,African fish eagle
Zimbabwe,"Zimbabwe bird symbol, African fish eagle, flame lily"
